2022-02-18 11:04:26,829 - USER_ID: a3a95cd5-69e8-4403-9b06-a4349e16567b | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-20 21:26:02,242 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 21:26:02,420 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 21:33:56,362 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 21:35:12,657 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 21:35:12,842 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 21:35:13,053 - USER_ID: b9cbf62f-2a73-4f3b-b6c7-e3f5359c95f8 | METHOD: POST | URL: /api/documents/ | 
2022-02-20 21:43:28,957 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-20 21:43:29,363 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-20 21:43:29,752 - USER_ID: bc5ae79b-b2ba-4c33-a713-435a6637d3cf | METHOD: POST | URL: /api/documents/ | 
2022-02-20 21:43:35,119 - USER_ID: bc5ae79b-b2ba-4c33-a713-435a6637d3cf | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-20 21:43:35,145 - USER_ID: bc5ae79b-b2ba-4c33-a713-435a6637d3cf | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-20 21:43:35,156 - USER_ID: bc5ae79b-b2ba-4c33-a713-435a6637d3cf | METHOD: GET | URL: /api/documents/27b770cb-f811-4740-874a-875b360c6514 | ARGS: {'body': ['0']}
2022-02-20 21:43:35,167 - USER_ID: d682883e-c96d-4569-aa57-0d1b52cc782f | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 0, 'user_id': 'bc5ae79b-b2ba-4c33-a713-435a6637d3cf'}
2022-02-20 21:43:35,176 - USER_ID: bc5ae79b-b2ba-4c33-a713-435a6637d3cf | METHOD: POST | URL: /api/documents/27b770cb-f811-4740-874a-875b360c6514/convert | ARGS: {}
2022-02-20 21:44:00,305 - USER_ID: bc5ae79b-b2ba-4c33-a713-435a6637d3cf | METHOD: GET | URL: /api/documents/27b770cb-f811-4740-874a-875b360c6514/previews | ARGS: {}
2022-02-20 21:44:00,317 - USER_ID: bc5ae79b-b2ba-4c33-a713-435a6637d3cf | METHOD: GET | URL: /api/documents/846b61f6-0495-4ecb-b422-d5b1100a7ea2/previews | ARGS: {}
2022-02-20 21:44:00,355 - USER_ID: bc5ae79b-b2ba-4c33-a713-435a6637d3cf | METHOD: GET | URL: /api/documents/846b61f6-0495-4ecb-b422-d5b1100a7ea2 | ARGS: {'body': ['0']}
2022-02-20 21:44:00,365 - USER_ID: bc5ae79b-b2ba-4c33-a713-435a6637d3cf | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-20 21:44:00,379 - USER_ID: bc5ae79b-b2ba-4c33-a713-435a6637d3cf | METHOD: GET | URL: /api/documents/ | ARGS: {'document_type': ['1']}
2022-02-20 21:44:00,388 - USER_ID: d682883e-c96d-4569-aa57-0d1b52cc782f | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': 'bc5ae79b-b2ba-4c33-a713-435a6637d3cf'}
2022-02-20 21:44:00,403 - USER_ID: bc5ae79b-b2ba-4c33-a713-435a6637d3cf | METHOD: POST | URL: /api/documents/ | 
2022-02-20 21:44:01,850 - USER_ID: bc5ae79b-b2ba-4c33-a713-435a6637d3cf | METHOD: POST | URL: /api/documents/27b770cb-f811-4740-874a-875b360c6514/convert | ARGS: {}
2022-02-20 21:46:34,218 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '333'}
2022-02-20 21:46:57,698 - USER_ID: a3a95cd5-69e8-4403-9b06-a4349e16567b | METHOD: POST | URL: /api/documents/ | 
2022-02-20 21:47:08,393 - USER_ID: a3a95cd5-69e8-4403-9b06-a4349e16567b | METHOD: GET | URL: /api/documents/cf46b1f3-cb0a-465a-b01f-86abcd9e4d97 | ARGS: {}
2022-02-20 21:47:57,341 - USER_ID: a3a95cd5-69e8-4403-9b06-a4349e16567b | METHOD: GET | URL: /api/documents/cf46b1f3-cb0a-465a-b01f-86abcd9e4d97 | ARGS: {}
2022-02-20 21:48:43,514 - USER_ID: a3a95cd5-69e8-4403-9b06-a4349e16567b | METHOD: GET | URL: /api/documents/cf46b1f3-cb0a-465a-b01f-86abcd9e4d97/previews | ARGS: {}
2022-02-21 23:33:22,730 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-21 23:33:23,216 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-21 23:33:23,923 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-21 23:33:24,088 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-21 23:33:24,314 - USER_ID: cd594c0e-575d-4905-90fe-c28e42490520 | METHOD: POST | URL: /api/documents/ | 
2022-02-22 06:48:35,970 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 06:48:36,216 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 06:48:36,647 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 06:48:36,810 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 06:48:37,009 - USER_ID: 6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed | METHOD: POST | URL: /api/documents/ | 
2022-02-22 06:48:51,288 - USER_ID: 6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-22 06:48:51,331 - USER_ID: 6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-22 06:48:51,341 - USER_ID: 6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed | METHOD: GET | URL: /api/documents/20563709-d6a0-40af-b75b-cf92657f4d79 | ARGS: {'body': ['0']}
2022-02-22 06:48:51,352 - USER_ID: 7ef115ae-bad5-4a43-83b6-c751eaf50e43 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 0, 'user_id': '6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed'}
2022-02-22 06:48:51,363 - USER_ID: 6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed | METHOD: POST | URL: /api/documents/20563709-d6a0-40af-b75b-cf92657f4d79/convert | ARGS: {}
2022-02-22 06:49:32,696 - USER_ID: 6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed | METHOD: GET | URL: /api/documents/20563709-d6a0-40af-b75b-cf92657f4d79/previews | ARGS: {}
2022-02-22 06:49:32,720 - USER_ID: 6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed | METHOD: GET | URL: /api/documents/656487c0-66eb-4eff-9a8f-1437916f1a68/previews | ARGS: {}
2022-02-22 06:49:32,760 - USER_ID: 6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed | METHOD: GET | URL: /api/documents/656487c0-66eb-4eff-9a8f-1437916f1a68 | ARGS: {'body': ['0']}
2022-02-22 06:49:32,769 - USER_ID: 6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-22 06:49:32,779 - USER_ID: 6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed | METHOD: GET | URL: /api/documents/ | ARGS: {'document_type': ['1']}
2022-02-22 06:49:32,788 - USER_ID: 7ef115ae-bad5-4a43-83b6-c751eaf50e43 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': '6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed'}
2022-02-22 06:49:32,803 - USER_ID: 6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed | METHOD: POST | URL: /api/documents/ | 
2022-02-22 06:49:34,025 - USER_ID: 6db9a283-d9ed-4036-b3ff-c1ac7c6a3aed | METHOD: POST | URL: /api/documents/20563709-d6a0-40af-b75b-cf92657f4d79/convert | ARGS: {}
2022-02-22 06:49:59,367 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 06:49:59,546 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 06:49:59,788 - USER_ID: 6fb8e773-c56c-4e0c-9582-46333e37235f | METHOD: POST | URL: /api/documents/ | 
2022-02-22 06:50:16,352 - USER_ID: 6fb8e773-c56c-4e0c-9582-46333e37235f | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-22 06:50:16,515 - USER_ID: 6fb8e773-c56c-4e0c-9582-46333e37235f | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-22 06:50:16,563 - USER_ID: 6fb8e773-c56c-4e0c-9582-46333e37235f | METHOD: GET | URL: /api/documents/5457e2b3-10c8-4f81-a275-92edfc89ab7c | ARGS: {'body': ['0']}
2022-02-22 06:50:16,589 - USER_ID: 6fb8e773-c56c-4e0c-9582-46333e37235f | METHOD: POST | URL: /api/documents/5457e2b3-10c8-4f81-a275-92edfc89ab7c/split | ARGS: {'pages': [1, 3, 6, 10]}
2022-02-22 06:50:23,707 - USER_ID: 6fb8e773-c56c-4e0c-9582-46333e37235f | METHOD: POST | URL: /api/documents/merge | ARGS: {'sources': [{'id': '5457e2b3-10c8-4f81-a275-92edfc89ab7c'}, {'id': '51bba843-80ca-42c8-8787-e22116a9facb'}]}
2022-02-22 06:50:46,975 - USER_ID: 6fb8e773-c56c-4e0c-9582-46333e37235f | METHOD: GET | URL: /api/documents/5457e2b3-10c8-4f81-a275-92edfc89ab7c/download | ARGS: {'body': ['0']}
2022-02-22 06:50:47,027 - USER_ID: 6fb8e773-c56c-4e0c-9582-46333e37235f | METHOD: GET | URL: /api/documents/5457e2b3-10c8-4f81-a275-92edfc89ab7c/download | ARGS: {'body': ['0']}
2022-02-22 06:50:47,100 - USER_ID: 6fb8e773-c56c-4e0c-9582-46333e37235f | METHOD: GET | URL: /api/documents/883b43b9-9cb6-41ee-80b7-8bcf8a368074/download | ARGS: {'body': ['0']}
2022-02-22 06:50:47,135 - USER_ID: 6fb8e773-c56c-4e0c-9582-46333e37235f | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 06:50:47,144 - USER_ID: e95459db-7018-4b7e-8e1e-0490e27bc3de | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': '6fb8e773-c56c-4e0c-9582-46333e37235f'}
2022-02-22 06:50:47,154 - USER_ID: 6fb8e773-c56c-4e0c-9582-46333e37235f | METHOD: GET | URL: /api/documents/883b43b9-9cb6-41ee-80b7-8bcf8a368074/download | ARGS: {'body': ['0']}
2022-02-22 06:50:47,483 - USER_ID: 6fb8e773-c56c-4e0c-9582-46333e37235f | METHOD: GET | URL: /api/users/6fb8e773-c56c-4e0c-9582-46333e37235f/profile | ARGS: {}
2022-02-22 06:50:47,729 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 06:50:47,894 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 06:50:48,074 - USER_ID: db2103e8-6353-43b3-8498-45c0c02eea36 | METHOD: POST | URL: /api/documents/ | 
2022-02-22 06:51:04,896 - USER_ID: db2103e8-6353-43b3-8498-45c0c02eea36 | METHOD: POST | URL: /api/documents/5cc3d83d-cd29-46f2-981f-cc1c515ee0f3/split | ARGS: {'pages': [1, 2, 5]}
2022-02-22 06:51:10,082 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 06:51:10,252 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 06:51:10,575 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 06:51:10,742 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 06:51:10,906 - USER_ID: anonymous | METHOD: POST | URL: /api/users/register | ARGS: {'login': 'ivan', 'email': 'ivanperovsky@gmail.com', 'password': '1234'}
2022-02-22 06:51:11,130 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-02-22 06:51:11,309 - USER_ID: ae3e7814-ee49-431b-9385-5e9e775640b6 | METHOD: POST | URL: /api/users/register | ARGS: {'email': 'test@gmail.com', 'password': '12345'}
2022-02-22 06:51:11,472 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test@gmail.com', 'password': '1234'}
2022-02-22 06:51:11,629 - USER_ID: 66bbcf9f-40c5-4da0-9596-d24c014419f4 | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test2@gmail.com', 'password': '1234'}
2022-02-22 06:51:11,633 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'ivan', 'password': '1234'}
2022-02-22 06:51:11,944 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 06:51:12,105 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 06:51:12,338 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-02-22 06:51:12,498 - USER_ID: a903a1fb-0fac-4ef5-8a7a-853a94dac293 | METHOD: POST | URL: /api/users/login_phone | ARGS: {'phone': '79312972206'}
2022-02-22 06:53:21,064 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '333'}
2022-02-22 06:54:57,885 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '333'}
2022-02-22 06:55:37,041 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd/profile | ARGS: {}
2022-02-22 06:56:18,743 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 06:56:57,923 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd/profile | ARGS: {}
2022-02-22 06:57:51,284 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd/profile | ARGS: {}
2022-02-22 06:58:24,424 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd/profile | ARGS: {}
2022-02-22 06:59:19,113 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd/profile | ARGS: {}
2022-02-22 07:00:29,574 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd/profile | ARGS: {}
2022-02-22 07:03:42,192 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd/profile | ARGS: {}
2022-02-22 07:05:52,239 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:06:22,888 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:07:03,820 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:07:06,317 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:07:24,483 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:08:38,406 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:12:35,870 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:12:36,136 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:12:36,584 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:12:36,808 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:12:37,107 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: POST | URL: /api/documents/ | 
2022-02-22 07:12:37,638 - USER_ID: dbe39476-f9bb-46e2-a82e-4ec8b6db7dfd | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:12:42,461 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-22 07:12:42,486 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:12:42,500 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-22 07:12:42,515 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: GET | URL: /api/documents/fde40382-ecfa-4f86-9ca1-33bab3d9437e | ARGS: {'body': ['0']}
2022-02-22 07:12:42,524 - USER_ID: d9dde051-02e6-4cb3-82ed-1ed7f9ac8753 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 0, 'user_id': '279876d8-2f5f-41d1-9346-53b66e44edfd'}
2022-02-22 07:12:42,535 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: POST | URL: /api/documents/fde40382-ecfa-4f86-9ca1-33bab3d9437e/convert | ARGS: {}
2022-02-22 07:13:16,838 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: GET | URL: /api/documents/fde40382-ecfa-4f86-9ca1-33bab3d9437e/previews | ARGS: {}
2022-02-22 07:13:16,850 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: GET | URL: /api/documents/0ed2b2d0-72c1-4cd1-a651-ecc1b0144055/previews | ARGS: {}
2022-02-22 07:13:16,885 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: GET | URL: /api/documents/0ed2b2d0-72c1-4cd1-a651-ecc1b0144055 | ARGS: {'body': ['0']}
2022-02-22 07:13:16,894 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-22 07:13:16,905 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: GET | URL: /api/documents/ | ARGS: {'document_type': ['1']}
2022-02-22 07:13:16,915 - USER_ID: d9dde051-02e6-4cb3-82ed-1ed7f9ac8753 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': '279876d8-2f5f-41d1-9346-53b66e44edfd'}
2022-02-22 07:13:16,930 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: POST | URL: /api/documents/ | 
2022-02-22 07:13:18,223 - USER_ID: 279876d8-2f5f-41d1-9346-53b66e44edfd | METHOD: POST | URL: /api/documents/fde40382-ecfa-4f86-9ca1-33bab3d9437e/convert | ARGS: {}
2022-02-22 07:13:51,875 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:13:52,093 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:13:52,281 - USER_ID: 092cbe19-391a-4ee9-bf55-be247f827e0a | METHOD: POST | URL: /api/documents/ | 
2022-02-22 07:14:19,708 - USER_ID: 092cbe19-391a-4ee9-bf55-be247f827e0a | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-22 07:14:19,852 - USER_ID: 092cbe19-391a-4ee9-bf55-be247f827e0a | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-22 07:14:19,891 - USER_ID: 092cbe19-391a-4ee9-bf55-be247f827e0a | METHOD: GET | URL: /api/documents/7b1a1a24-c909-4620-b13a-655b9a84b206 | ARGS: {'body': ['0']}
2022-02-22 07:14:19,915 - USER_ID: 092cbe19-391a-4ee9-bf55-be247f827e0a | METHOD: POST | URL: /api/documents/7b1a1a24-c909-4620-b13a-655b9a84b206/split | ARGS: {'pages': [1, 3, 6, 10]}
2022-02-22 07:14:28,557 - USER_ID: 092cbe19-391a-4ee9-bf55-be247f827e0a | METHOD: POST | URL: /api/documents/merge | ARGS: {'sources': [{'id': '7b1a1a24-c909-4620-b13a-655b9a84b206'}, {'id': '27d6e09d-c81a-43f3-86f7-96e7d1afef44'}]}
2022-02-22 07:14:56,597 - USER_ID: 092cbe19-391a-4ee9-bf55-be247f827e0a | METHOD: GET | URL: /api/documents/7b1a1a24-c909-4620-b13a-655b9a84b206/download | ARGS: {'body': ['0']}
2022-02-22 07:14:56,649 - USER_ID: 092cbe19-391a-4ee9-bf55-be247f827e0a | METHOD: GET | URL: /api/documents/7b1a1a24-c909-4620-b13a-655b9a84b206/download | ARGS: {'body': ['0']}
2022-02-22 07:14:56,721 - USER_ID: 092cbe19-391a-4ee9-bf55-be247f827e0a | METHOD: GET | URL: /api/documents/3a5a3881-ece0-426f-9835-c7885111dd98/download | ARGS: {'body': ['0']}
2022-02-22 07:14:56,771 - USER_ID: 092cbe19-391a-4ee9-bf55-be247f827e0a | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:14:56,791 - USER_ID: a447f8fe-1304-4899-91a9-14d0683904b4 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': '092cbe19-391a-4ee9-bf55-be247f827e0a'}
2022-02-22 07:14:56,800 - USER_ID: 092cbe19-391a-4ee9-bf55-be247f827e0a | METHOD: GET | URL: /api/documents/3a5a3881-ece0-426f-9835-c7885111dd98/download | ARGS: {'body': ['0']}
2022-02-22 07:14:57,345 - USER_ID: 092cbe19-391a-4ee9-bf55-be247f827e0a | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:14:57,526 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:14:57,713 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:14:57,935 - USER_ID: e6dbc2b1-c2a4-4795-8517-e5a66fd4ba16 | METHOD: POST | URL: /api/documents/ | 
2022-02-22 07:15:24,856 - USER_ID: e6dbc2b1-c2a4-4795-8517-e5a66fd4ba16 | METHOD: POST | URL: /api/documents/b72a23eb-e84d-4e12-8f5f-bc92a073a496/split | ARGS: {'pages': [1, 2, 5]}
2022-02-22 07:15:32,005 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:15:32,323 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:16:59,994 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:17:00,180 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:17:00,561 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:17:00,727 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:17:00,910 - USER_ID: 3e4b267e-2281-41b4-91e1-2b43d04917bb | METHOD: POST | URL: /api/documents/ | 
2022-02-22 07:17:03,063 - USER_ID: 3e4b267e-2281-41b4-91e1-2b43d04917bb | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-22 07:17:03,100 - USER_ID: 3e4b267e-2281-41b4-91e1-2b43d04917bb | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:17:03,118 - USER_ID: 3e4b267e-2281-41b4-91e1-2b43d04917bb | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
